__row_id__,title_clean_sim,cosine_similarity,token_overlap,bert_similarity,title_length,sensational_word_count,punctuation_count,punctuation_ratio,is_clickbait_auto,is_clickbait_bert
23,5 fakta polisi gadungan positif sabu bawa kabur motor ojol,0.2672424930812133,0.7,0.4810772836208343,10,8,0,0.0,1,0
24,pria nganggur di jember tega aniaya ibu hingga tewas gegara tersinggung,0.4039048348841473,0.6,0.4167645275592804,11,7,0,0.0,0,1
25,warga baduy korban begal di jakpus ternyata cucu pimpinan adat,0.4360636221468812,0.6666666666666666,0.3927067220211029,10,5,0,0.0,0,1
26,fadli zon harap kebudayaan jadi fondasi pembangunan ekonomi nasional,0.4737623759272667,0.8888888888888888,0.4143286943435669,9,6,0,0.0,0,1
27,ngeri aksi pria pura-pura tertabrak mobil di tanah abang,0.6117573766368967,0.875,0.4944760799407959,10,7,0,0.0,0,0
28,komandan kkb jaringan aibon kogoya yang tembak anggota polisi ditangkap,0.3595453811728235,0.6666666666666666,0.4471577405929565,10,3,0,0.0,1,1
29,mobil-motor honda ditargetkan nol kecelakaan pada 2050,0.348559519126205,0.8571428571428571,0.3894217312335968,8,3,0,0.0,0,1
30,"dampak gempa m 4,8 tarakan: 2 rs rusak berat hingga bandara terdampak",0.5189644448212593,0.8333333333333334,0.6101770401000977,13,7,1,0.014492753623188406,0,0
31,"kpk duga gubernur riau curiga ada ott, ditangkap saat sembunyi di kafe",0.5166779017329465,0.8888888888888888,0.5320184826850891,12,7,0,0.0,0,0
32,"gempa m 4,8 tarakan, warga berhamburan keluar gedung-pasien rsud dievakuasi",0.6781591664430915,0.9090909090909092,0.6244610548019409,12,5,0,0.0,0,0
33,kpk miris sudah 4 gubernur di riau terjerat korupsi: kasus beda tapi berulang,0.5110071508847975,0.7,0.5182035565376282,13,7,1,0.012987012987012988,0,0
34,"warga terdampak rdf rorotan keluhkan batuk-demam, ditangani puskesmas",0.6590887897977717,0.8888888888888888,0.4869810342788696,9,3,0,0.0,0,0
35,"pegawai bergaji rp 6,2 juta bisa naik transj-mrt-lrt gratis, ini syaratnya",0.09810107022976,0.5833333333333334,0.4492196142673492,14,6,0,0.0,1,1
36,wamenpan rb: transformasi nusakambangan bangun kepercayaan diri napi,0.3811230759727935,0.875,0.3818250894546509,8,4,1,0.014705882352941176,0,1
37,kpk usut dugaan pemerasan abdul wahid pada dinas lain di pemprov riau,0.613998964165663,0.8888888888888888,0.5154763460159302,12,5,0,0.0,0,0
38,"viral pasutri dicegat 4 pria diduga mata elang di bogor, polisi telusuri",0.380412900687533,0.8181818181818182,0.5256598591804504,12,5,0,0.0,0,0
39,"ada penerimaan lain, kpk juga jerat gubernur riau dengan pasal gratifikasi",0.3259527140387382,0.8571428571428571,0.5026180148124695,11,5,0,0.0,0,0
40,prabowo perintahkan penguatan pendidikan vokasi untuk tekan angka kemiskinan,0.2422082597149197,0.625,0.440384566783905,9,3,0,0.0,1,1
41,kepala bmkg ungkap udara dki paling tak sehat: yang kita hirup sehari-hari,0.3328393283997138,0.7272727272727273,0.5121232271194458,13,10,1,0.013513513513513514,0,0
42,alasan kpk baru umumkan status gubernur riau hari ini padahal ditangkap senin,0.3328103358395187,0.8181818181818182,0.5169345736503601,12,7,0,0.0,0,0
43,hashim tegaskan komitmen ri berantas pembalakan dan perdagangan satwa liar,0.6554940805942533,0.7777777777777778,0.4722785651683807,10,4,0,0.0,0,0
44,"syarat perpanjang sim 2025, yang ini jangan sampai terlewat",0.4473602944002549,0.6666666666666666,0.4692883491516113,9,3,0,0.0,0,0
45,rumah hakim pengadil kasus eks kadis pupr sumut topan ginting kebakaran,0.3249661737842268,0.8181818181818182,0.5507776737213135,11,6,0,0.0,0,0
46,"kapolri melayat pb xiii, pastikan polri beri pengamanan hingga pemakaman",0.5837035477327039,0.9,0.4849008321762085,10,5,0,0.0,0,0
47,respons ketum pkb cak imin soal gubernur riau kena ott,0.3600135777151386,0.6,0.4506784677505493,10,6,0,0.0,1,1
48,bpjs ketenagakerjaan dukung pemerintah wujudkan 10 ribu hunian pekerja,0.5838429101413637,0.7777777777777778,0.481186181306839,9,3,0,0.0,0,0
49,kpk: ott gubernur riau terkait dugaan pemerasan di dinas pupr,0.6245855995759014,0.8888888888888888,0.5555906891822815,10,6,1,0.01639344262295082,0,0
50,"kpk sudah tetapkan tersangka terkait ott gubernur riau, diumumkan besok",0.481682805792767,0.8888888888888888,0.5383189916610718,10,5,0,0.0,0,0
51,anggaran triliunan mengalir demi tambah rangkaian krl,0.3988159064672921,0.8333333333333334,0.4340004920959472,7,1,0,0.0,0,1
52,"kpk sita duit rp 1,6 m saat ott gubernur riau abdul wahid",0.5296038612375076,0.8181818181818182,0.5505737066268921,13,8,0,0.0,0,0
53,"gubernur riau sempat dicari-cari kpk sebelum terjaring ott, ditangkap di kafe",0.5083712094905288,0.8888888888888888,0.5104096531867981,12,6,0,0.0,0,0
54,kpk ungkap modus jatah preman di kasus pemerasan gubernur riau abdul wahid,0.5007694979004425,0.9090909090909092,0.5154432058334351,12,8,0,0.0,0,0
55,"kpk total amankan 10 orang terkait ott gubernur riau, ini daftarnya",0.4667924859532918,0.9,0.5188171863555908,11,6,0,0.0,0,0
56,"6 mahasiswa uin hanyut di sungai kendal peserta kkn, pihak kampus buka suara",0.5530319421611825,0.8333333333333334,0.5728615522384644,13,7,0,0.0,0,0
57,"abdul wahid gubernur riau keempat yang terjerat korupsi, kpk prihatin",0.5898194984262506,0.8888888888888888,0.533012866973877,10,6,0,0.0,0,0
58,toyota kembangkan teknologi ubah sampah jadi bahan bakar kendaraan,0.3855898984436007,0.7777777777777778,0.3886386752128601,9,7,0,0.0,0,1
59,belajar tertib dari penyeberang jalan di jepang,0.4892988240400456,0.6,0.4215871393680572,7,2,0,0.0,0,1
60,melihat masa depan melalui 'etalase' honda di japan mobility show 2025,0.3705500364978117,0.8,0.542808473110199,11,4,2,0.02857142857142857,0,0
61,"isuzu bidik omzet rp 600 triliun, ri jadi kunci pertumbuhan di asean",0.3601092245855012,0.6363636363636364,0.4609109759330749,12,6,0,0.0,1,0
62,"driver taksi online di malaysia dimanja subsidi bbm ron 95, harga cuma rp",0.5796375810851122,0.75,0.5275523662567139,13,9,0,0.0,0,0
63,mengenal struktur nik ktp dan arti di balik 16 digit kodenya,0.5875012311108433,0.6666666666666666,0.4901570975780487,11,4,0,0.0,0,0
64,instruksi prabowo sambut airbus a400m pesawat terbaru tni au,0.5103662504859083,0.8888888888888888,0.4988372027873993,9,4,0,0.0,0,0
65,tamsil linrung ajak purbaya supervisi kemandirian fiskal daerah,0.6009191090349786,0.875,0.4259628057479858,8,2,0,0.0,0,1
66,"jelang libur nataru, seluruh kapal pelni jalani perawatan-pengecekan",0.5494660540933822,0.8888888888888888,0.4186693131923675,9,4,0,0.0,0,1
67,waka mpr sebut ekonomi hijau harus jadi tulang punggung ekonomi nasional,0.3266356382203884,0.7777777777777778,0.4169411957263946,11,9,0,0.0,0,1
68,"surat izin keramaian dari koramil arcamanik disorot mahfud, danramil ditegur",0.6472880513266973,0.8888888888888888,0.4580327272415161,10,3,0,0.0,0,0
69,pemprov riau buka suara usai gubernur abdul wahid kena ott kpk,0.5713507968879072,0.8181818181818182,0.5877756476402283,11,10,0,0.0,0,0
70,fraksi golkar dpr terima audiensi ariel cs terkait transparansi royalti,0.3009275122808633,0.8,0.4328927099704742,10,6,0,0.0,0,1
71,"ketua dpd ri: saatnya anak muda ubah paradigma, politik tak selalu kotor",0.4298994099615323,0.8333333333333334,0.5147416591644287,12,10,1,0.013888888888888888,0,0
72,aliansi pemuda toraja polisikan pandji pragiwaksono buntut candaan adat toraja,0.7055531095765684,0.7,0.5384310483932495,10,3,0,0.0,0,0
73,pkb hormati proses hukum usai gubernur riau abdul wahid terjaring ott kpk,0.561355642322942,0.8333333333333334,0.5131025314331055,12,8,0,0.0,0,0
74,"ahy: tak selalu mudah menyandang nama yudhoyono, bersyukur banyak kemuliaan",0.5727585089387646,0.9,0.5167434215545654,10,7,1,0.013333333333333334,0,0
75,ahy kenang 2 tahun 'cikeas gelap' usai kepergian ani yudhoyono-sby bangkit,0.544446763307927,0.75,0.4859252572059631,12,9,2,0.02702702702702703,0,0
76,spesifikasi pesawat angkut militer airbus a400m tni au yang tiba di ri pagi ini,0.6337399878949599,0.9090909090909092,0.5633243322372437,14,8,0,0.0,0,0
77,"ini dia teaser toyota hilux terbaru, meluncur 10 november",0.4546618263541442,0.8571428571428571,0.5540570020675659,9,3,0,0.0,0,0
78,"lengkapnya pilihan mobilitas honda: ada darat, laut dan udara!",0.5671300794103432,0.7142857142857143,0.4878928959369659,9,4,2,0.03225806451612903,0,0
79,kemensos gelar operasi katarak gratis untuk 115 lansia di jambi,0.4474449841305753,0.875,0.4833654761314392,10,4,0,0.0,0,0
80,"kuliah umum sppb ui, ibas dorong kebangsaan progresif untuk indonesia maju",0.5086381373116533,0.9,0.5362773537635803,11,7,0,0.0,0,0
81,duka raja solo pb xiii mangkat,0.4028389596471571,0.8333333333333334,0.4067895412445068,6,4,0,0.0,0,1
82,jokowi dan gibran melayat ke rumah duka raja solo pb xiii,0.6516274906447103,0.8888888888888888,0.4869251847267151,11,7,0,0.0,0,0
83,menaker dorong penguatan sdm dan semangat kebangsaan,0.2410582963520576,0.6666666666666666,0.4086388051509857,7,2,0,0.0,1,1
84,pemprov dki perbaiki 8 tanggul jebol di jaksel pakai dana tak terduga,0.4007733752255392,0.6363636363636364,0.4589839577674866,12,6,0,0.0,0,0
85,pertamina & klh kolaborasi bersihkan sungai ciliwung di kebun raya bogor,0.519604726789011,0.6666666666666666,0.4676260650157928,10,4,0,0.0,0,0
86,ri dan afrika selatan perkuat diplomasi lewat 'pasar rakyat indonesia',0.303157976778032,0.6666666666666666,0.4322070777416229,10,7,2,0.02857142857142857,1,1
87,2 pria di tambora jakbar nekat curi sekarung paket saat kurir salat,0.3466656991122544,0.7,0.5197255611419678,12,5,0,0.0,1,0
88,"projo tak pernah lupa akar dari jokowi, untuk prabowo demi indonesia",0.3586779239233618,0.625,0.6069967746734619,11,6,0,0.0,1,0
89,"wanita di lampung tewas dibunuh mantan suami, ada 63 luka tusuk",0.4323665040295831,0.7777777777777778,0.4700976312160492,11,7,0,0.0,0,0
90,"airlangga sebut ada pabrikan mau bantu indonesia kembangkan mobnas, ini mereknya",0.2743976582224103,0.6666666666666666,0.4671697914600372,11,5,0,0.0,1,0
91,berapa banyak base fuel yang dibeli bp dari pertamina?,0.6857171389856693,0.7142857142857143,0.507628321647644,9,2,1,0.018518518518518517,0,0
92,alasan suzuki masih mengandalkan mesin mild hybrid,0.6282843264340642,0.6666666666666666,0.4600216150283813,7,3,0,0.0,0,0
93,"bp beli base fuel dari pertamina, kenapa shell belum?",0.5197654828399452,0.8333333333333334,0.5678940415382385,9,1,1,0.018867924528301886,0,0
94,polisi bakal basmi balap liar! bengkel modifikasi ilegal dipantau-motor bisa disita,0.5481856476097979,0.8181818181818182,0.4453949630260467,12,7,1,0.012048192771084338,0,1
95,"'to you', janji toyota untuk mendengarkan, berinovasi, dan beradaptasi demi konsumen",0.3716297818250577,0.5,0.576070249080658,11,5,2,0.023809523809523808,1,0
96,"raja solo wafat, diantar ke keraton menggunakan ambulans toyota alphard",0.4171047786969495,0.6666666666666666,0.5328202843666077,10,5,0,0.0,0,0
97,"mobil listrik china banjiri pasar global, bos besar honda bilang begini",0.4028645938422487,0.6363636363636364,0.4862844944000244,11,10,0,0.0,0,0
98,"banyak yang belum tahu, sejarah suzuki bukan berawal dari produk otomotif",0.3913528200424693,0.5,0.4730895459651947,11,6,0,0.0,0,0
99,roket buatan honda ditargetkan mengorbit mulai 2030!,0.5632735068456043,0.7142857142857143,0.5183952450752258,7,3,1,0.019230769230769232,0,0
100,"dinilai sukses sinergikan pusat-daerah, tito raih cnn indonesia awards 2025",0.4580828978705831,0.8181818181818182,0.5271826386451721,11,6,0,0.0,0,0
101,"ngerinya tabrakan di bekasi, kepala truk sampai gepeng usai kecelakaan",0.3888626718802196,0.5,0.5569139122962952,10,3,0,0.0,0,0
102,petaka bagi onad yang positif narkoba,0.3594553825543181,0.5,0.3174455761909485,6,2,0,0.0,1,1
103,"hampir ditabrak mobil, 2 orang di jakut malah dikeroyok sopir dan penumpang",0.3227462404703318,0.6,0.5662527680397034,12,6,0,0.0,1,0
104,alasan di balik tak ada ponsel di genggaman megawati,0.3015299896198577,0.5,0.3637178242206573,9,4,0,0.0,1,1
105,"wamentrans sebut transmigran dapat hpl 1-2 hektare, ini tujuannya",0.2179267992316171,0.75,0.4675322473049164,10,1,0,0.0,0,0
106,"megawati: saya sama mas bowo akrab, jangan anda coba-coba!",0.3490512743822891,0.875,0.4630002677440643,10,7,2,0.034482758620689655,0,0
107,ketua knpi apresiasi presiden korsel bahas konferensi asia-afrika di ktt apec,0.5803889401745456,0.9090909090909092,0.5312156081199646,12,5,0,0.0,0,0
108,"polisi di kota tangerang berbagi sembako, ajak warga jaga kamtibmas",0.3488960654892947,0.6666666666666666,0.4993858337402344,10,6,0,0.0,1,0
109,"aki maintenance free aspira, solusi praktis & andal bagi pemilik mobil",0.6407668506713735,0.7777777777777778,0.6552039384841919,10,3,0,0.0,0,0
110,"harga bbm per 1 november 2025, ron 92 ada yang turun!",0.4389420012013456,0.8888888888888888,0.5846125483512878,11,5,1,0.018867924528301886,0,0
111,"stok bbm tersedia lagi, bp beli base fuel dari pertamina",0.5373215695845102,0.875,0.5178148150444031,10,2,0,0.0,0,0
112,unik! suzuki punya kendaraan robot mirip hewan yang bisa ditunggangi,0.2900191305897223,0.625,0.5005240440368652,10,6,1,0.014705882352941176,1,0
113,"bp akhirnya beli base fuel dari pertamina, gimana kualitasnya?",0.5493478999494464,0.625,0.465846300125122,9,1,1,0.016129032258064516,0,0
114,begini cara suzuki manfaatkan baterai bekas mobil hybrid,0.6790722383672446,0.625,0.465496301651001,8,6,0,0.0,0,0
115,"heboh motor brebet usai isi pertalite, begini temuan pertamina",0.2211557134024599,0.6666666666666666,0.4404983222484588,9,5,0,0.0,1,1
116,sensasi balap seru di arena gokart elektrik cepat paling hype di indonesia,0.4556582414325006,0.8,0.5516442060470581,12,6,0,0.0,0,0
117,wamensos sebut sekolah rakyat jadi visi prabowo bangun indonesia mandiri,0.2679411759834208,0.8,0.4308249354362488,10,9,0,0.0,0,1
118,"hujan es hebohkan warga tangsel, kucing peliharaan ikutan kaget",0.5429018568508649,0.7777777777777778,0.5226365923881531,9,6,0,0.0,0,0
119,kpk telusuri peran korporasi di kasus korupsi jual beli gas usd 15 juta,0.3753656542021742,0.8333333333333334,0.4706147015094757,13,8,0,0.0,0,0
120,4 rt dan 3 ruas jalan di jaksel-jakbar masih tergenang banjir malam ini,0.3360172600641498,0.7,0.5235424637794495,14,3,0,0.0,1,0
121,ri-afrika perkuat kolaborasi lewat pembangunan rumah budaya syaikh yusuf,0.4494186925656346,0.7,0.4373535215854645,10,7,0,0.0,0,1
122,kpk periksa kuncoro wibowo di lapas sukamiskin terkait kasus bansos,0.5528261007235393,0.8888888888888888,0.4895949959754944,10,3,0,0.0,0,0
123,kronologi pria riau bunuh kawan dan paksa istri threesome usai pesta tuak,0.2629105663254679,0.8181818181818182,0.3979037404060364,12,8,0,0.0,0,1
124,rekayasa lalin malam ini: tol arah cengkareng dan bandara soetta dialihkan,0.4592046141403088,0.8888888888888888,0.6148121953010559,11,6,1,0.013513513513513514,0,0
125,"terima pengurus ardin indonesia, bamsoet bahas reformasi logistik",0.2349281270852574,0.625,0.4352064430713653,8,5,0,0.0,1,1
126,"dukung ketahanan pangan, menteri imipas panen 45 ton jagung di sidoarjo",0.5420935624205149,0.9,0.4888858795166015,11,3,0,0.0,0,0
127,pilu wanita korban kecelakaan meninggal usai ditinggal ojol di jalan,0.399666548536461,0.625,0.3774991035461426,10,6,0,0.0,0,1
128,"tanggul di tangsel jebol, permukiman warga terendam banjir",0.5356813510723943,0.8571428571428571,0.5607114434242249,8,4,0,0.0,0,0
129,"duel maut 2 pelajar di nias selatan, 1 tewas",0.2096731951356817,0.75,0.4389103353023529,9,5,0,0.0,0,1
130,"jelang tengah malam, lalin cengkareng masih macet parah imbas truk amblas",0.3935002193042991,0.9,0.6255911588668823,11,7,0,0.0,0,0
131,kpk minta pembenahan penyelenggaraan haji usai kasus korupsi kuota,0.6204950285662663,0.7777777777777778,0.5487406253814697,9,6,0,0.0,0,0
132,polres pelabuhan tanjung priok gelar apel siaga penanggulangan bencana alam,0.6865756473721683,0.8,0.5379114151000977,10,6,0,0.0,0,0
133,"update banjir di tangsel: 6 titik masih terendam, tinggi air 30-80 cm",0.3166338820543084,0.5454545454545454,0.5860155820846558,13,6,1,0.014492753623188406,1,0
134,"mobil-motor udah biasa, honda kini pamer punya roket!",0.5045621516857873,0.5555555555555556,0.5529528260231018,9,9,1,0.018867924528301886,0,0
135,mengenal arti nama land cruiser fj,0.7689369457903128,0.8333333333333334,0.5093511343002319,6,3,0,0.0,0,0
136,"beli geely starray em-i harga rp 499 juta, dapat garansi apa saja?",0.5851415045718834,0.9,0.4720329344272613,13,5,1,0.015151515151515152,0,0
137,"malaysia ekspor mobil bekas merek lokal, ini negara tujuannya",0.5323563125601951,0.75,0.564530074596405,9,7,0,0.0,0,0
138,"pakai jasa robot buat antar barang di jepang, segini ongkirnya",0.2142075798424911,0.5555555555555556,0.3794482946395874,10,7,0,0.0,1,1
139,"tembok pembatas tpu jeruk purut jebol, jalan sempat ditutup",0.705120624971594,0.8888888888888888,0.5460454821586609,9,3,0,0.0,0,0
140,kejari kembali tetapkan tersangka baru kasus korupsi di bumd serang,0.4207265013645178,0.875,0.4397664964199066,10,4,0,0.0,0,1
141,aksi preman bergolok kambuhan di ciputat berakhir dicokok,0.1968789222664844,0.7142857142857143,0.4633077383041382,8,1,0,0.0,1,0
142,prabowo bakal bicara penguatan kerja sama kawasan di ktt apec besok,0.5776736570187809,0.8,0.4986713826656341,11,7,0,0.0,0,0
143,"apresiasi polri musnahkan 214 ton narkoba, kpai dukung aturan lindungi anak",0.5227049298664236,0.8181818181818182,0.4635888338088989,11,5,0,0.0,0,0
144,"wabup pidie jaya diduga aniaya kepala sppg, bgn lapor polisi",0.5456326004944131,0.9,0.4877593219280243,10,5,0,0.0,0,0
145,elite nasdem sambut putusan soal keterwakilan perempuan di tiap akd dpr,0.4391510986937361,0.6,0.5041798949241638,11,6,0,0.0,0,0
146,ketua dpd puji peluncuran buku gkr hemas: dedikasi seorang tokoh bangsa,0.5985025782347313,0.8181818181818182,0.5525208115577698,11,6,1,0.014084507042253521,0,0
147,momen gibran hingga dasco antar prabowo bertolak ke korsel,0.3108656248388972,0.75,0.53005450963974,9,5,0,0.0,0,0
148,cerita pemotor terjebak macet jakarta malam ini: pim-mampang 4 jam,0.4654808477367882,0.8,0.568778932094574,11,5,1,0.015151515151515152,0,0
149,wamenpar ni luh buka suara soal heboh proyek lift di pantai kelingking,0.632924455506238,0.9090909090909092,0.4750375747680664,12,6,0,0.0,0,0
150,pemotor cerita jarak tempuh gbk-halim 2 jam malam ini: macetnya luar biasa,0.439201790316044,0.75,0.5218380093574524,13,6,1,0.013513513513513514,0,0
151,brimob polda metro turun bantu evakuasi warga terdampak banjir di jaksel,0.3000620249832954,0.9,0.5573610663414001,11,7,0,0.0,0,0
152,"banjir tinggi di petogogan jaksel, warga sebut tanggul kali krukut jebol",0.4214235908256721,0.8,0.5163939595222473,11,6,0,0.0,0,0
153,"prabowo tiba di gyeongju korsel, disambut pelajar-pekerja indonesia",0.4565455378544263,0.875,0.4862741827964782,9,3,0,0.0,0,0
154,mobil-motor suzuki bisa tenggak bensin campur etanol 85%,0.3520109984579516,0.75,0.4103682339191437,9,5,0,0.0,0,1
155,"bikin honda beat minder, segini klaim konsumsi bbm geely starray em-i",0.5252383128662045,0.8181818181818182,0.5701509714126587,12,5,0,0.0,0,0
156,"bensin ron 92 di spbu bp ada lagi, simak lokasinya!",0.7215187903568809,0.7142857142857143,0.5331816077232361,10,2,1,0.0196078431372549,0,0
157,mewah! lexus pamer mobil sampai kapal untuk para sultan,0.4710657971324993,0.6666666666666666,0.4238799810409546,9,5,1,0.01818181818181818,0,1
158,tabrakan maut di cilegon hingga motor nyangkut di atap mobil,0.413356459784934,0.625,0.5056891441345215,10,5,0,0.0,0,0
159,lalin jalan gatsu dan sudirman masih macet hingga malam ini,0.2630256497045792,0.5714285714285714,0.4878827929496765,10,4,0,0.0,1,0
160,penegasan hakim abolisi tom lembong tak hapus pidana terdakwa lain,0.6824255389323866,0.8888888888888888,0.5279577970504761,10,4,0,0.0,0,0
161,emak-emak pengajian di sumut geruduk 2 ruko jadi lokasi judi ketangkasan,0.3838008263039761,0.6,0.5013073682785034,12,6,0,0.0,0,0
162,"remaja di merauke tewas dianiaya, keluarga korban balas bakar 3 rumah warga",0.4867743576935144,0.8181818181818182,0.5283419489860535,12,8,0,0.0,0,0
163,ketum mui apresiasi presiden-kapolri musnahkan 214 ton narkoba: bentuk nahi munkar,0.5567815596428787,0.8333333333333334,0.4526571035385132,12,4,1,0.012195121951219513,0,0
164,waka mpr ingatkan pemanfaatan bonus demografi menuju indonesia emas,0.1005070350269186,0.6666666666666666,0.4173000156879425,9,3,0,0.0,1,1
165,eddy soeparno temui purnomo yusgiantoro bahas arah energi terbarukan,0.4852806758010868,0.8888888888888888,0.4431013464927673,9,3,0,0.0,0,1
166,"dlh telusuri asal-usul awan hitam melayang di langit subang, ini hasilnya",0.5191622050371407,0.5,0.5700075030326843,12,5,0,0.0,0,0
167,kemenlu ajak mitra strategis perkuat ekosistem kreatif di banyuwangi,0.5118284439469609,0.75,0.4458395540714264,9,3,0,0.0,0,1
168,"remaja di tangsel mau tawuran ngacir saat pamapta datang, sajam ditinggal",0.312206921251835,0.4444444444444444,0.4665702283382416,11,4,0,0.0,1,0
169,"mayat pria ditemukan di puncak gunung ciremai, diduga sudah meninggal 10 hari",0.4974298961537444,0.9,0.5471248626708984,12,5,0,0.0,0,0
170,keseriusan china garap industri mobil global,0.1359881238455328,0.5,0.3421954214572906,6,5,0,0.0,1,1
171,"puluhan motor brebet habis isi pertalite, bahlil bilang begini",0.5525737610370745,0.7777777777777778,0.5456141829490662,9,5,0,0.0,0,0
172,"panja haji gelar rapat tertutup hindari potensi mafia, bahas akomodasi-konsumsi",0.5235548141948314,0.9090909090909092,0.4650895893573761,11,7,0,0.0,0,0
173,"gempa m 6,8 guncang tanimbar, tidak berpotensi tsunami",0.4844094948400646,0.7142857142857143,0.6847158670425415,9,3,0,0.0,0,0
174,"gempa m 6,8 tanimbar terasa hingga sorong-manokwari",0.4648214788262057,0.875,0.6405981183052063,9,2,0,0.0,0,0
175,"sengketa tanah warisan, warga lombok ditebas parang oleh saudaranya",0.334576388559949,0.875,0.5078777074813843,9,2,0,0.0,0,0
176,"prabowo: selamat hari sumpah pemuda, jangan takut gagal dan bermimpi besar",0.4628000633222547,0.9,0.6075726747512817,11,9,1,0.013513513513513514,0,0
177,"kenneth dprd dki dukung kenaikan tarif transjakarta, tapi layanan harus ditingkatkan",0.5253229993427836,0.8888888888888888,0.5231108069419861,11,5,0,0.0,0,0
178,"analisis bmkg soal penyebab gempa m 6,4 tanimbar maluku",0.3950887361111917,0.6666666666666666,0.539713442325592,10,4,0,0.0,0,0
179,prabowo sorot banyak petani hingga nelayan hidup dalam kesulitan,0.4468123382171582,0.875,0.4491224288940429,9,5,0,0.0,0,1
180,"daftar pemenang dpd ri awards 2025, khofifah terima penghargaan",0.4288244337383614,0.8888888888888888,0.5959077477455139,9,6,0,0.0,0,0
181,sma kemala taruna bhayangkara sosialisasi seleksi masuk di momen sumpah pemuda,0.5721118955226699,0.8,0.524182140827179,11,6,0,0.0,0,0
182,dahnil jawab komisi viii dpr soal kru pesawat haji pakai rok tinggi-tinggi,0.6072458975041494,0.8461538461538461,0.4590040743350982,13,10,0,0.0,0,0
183,kejari tahan eks bupati sleman sri purnomo tersangka korupsi hibah pariwisata,0.5181877637897023,0.8181818181818182,0.4753507971763611,11,8,0,0.0,0,0
184,cerita pengendara terjebak macet imbas banjir semarang: tak bisa bergerak,0.3687012626069997,0.6666666666666666,0.506860077381134,10,6,1,0.0136986301369863,1,0
